p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,name,description
8.47147258673916e-08,0.682332031624769,1.0,0.911,0.0001694294517347,12,AAEL013272,RpL27a,60S ribosomal protein L37a
4.91819149411508e-244,1.42069046909185,1.0,0.935,9.83638298823016e-241,4,AAEL003427,RpS16,40S ribosomal protein S16 [Source:UniProtKB/Swiss-Prot%3BAcc:P62251]
6.546292463353641e-47,0.772595659836771,0.985,0.938,1.30925849267073e-43,5,AAEL003427,RpS16,40S ribosomal protein S16 [Source:UniProtKB/Swiss-Prot%3BAcc:P62251]
5.74066436732483e-108,1.69504938473156,1.0,0.938,1.14813287346497e-104,9,AAEL003427,RpS16,40S ribosomal protein S16 [Source:UniProtKB/Swiss-Prot%3BAcc:P62251]
4.458240236506441e-09,0.389717573838868,0.96,0.939,8.91648047301289e-06,10,AAEL003427,RpS16,40S ribosomal protein S16 [Source:UniProtKB/Swiss-Prot%3BAcc:P62251]
6.755673598867291e-09,0.677214430989854,1.0,0.939,1.35113471977346e-05,12,AAEL003427,RpS16,40S ribosomal protein S16 [Source:UniProtKB/Swiss-Prot%3BAcc:P62251]
2.34913231584413e-241,1.95556166454111,0.994,0.552,4.69826463168827e-238,4,AAEL009313,,elongation factor -1 beta%2Cdelta
2.6500297493422598e-18,1.02219309720123,0.689,0.578,5.30005949868451e-15,5,AAEL009313,,elongation factor -1 beta%2Cdelta
5.64315368972947e-64,1.30852843188154,0.972,0.572,1.12863073794589e-60,9,AAEL009313,,elongation factor -1 beta%2Cdelta
1.27576589333913e-05,0.641155195472586,0.931,0.582,0.0255153178667825,12,AAEL009313,,elongation factor -1 beta%2Cdelta
2.8174205731717196e-238,3.03037992725621,0.894,0.375,5.634841146343431e-235,4,AAEL003723,LYSC11,C-Type Lysozyme (Lys-A).
2.4303390550173702e-14,0.78501877911062,0.51,0.407,4.8606781100347494e-11,5,AAEL003723,LYSC11,C-Type Lysozyme (Lys-A).
9.50481412124017e-99,2.2403007329856,0.925,0.397,1.90096282424803e-95,9,AAEL003723,LYSC11,C-Type Lysozyme (Lys-A).
4.21854915696452e-238,1.92845045187185,0.989,0.461,8.43709831392904e-235,4,AAEL011711,,nascent polypeptide associated complex alpha subunit (nac alpha)
1.42223531693394e-23,1.01406124669101,0.669,0.49,2.84447063386789e-20,5,AAEL011711,,nascent polypeptide associated complex alpha subunit (nac alpha)
7.81664596983734e-06,0.646651619861375,0.579,0.495,0.0156332919396747,6,AAEL011711,,nascent polypeptide associated complex alpha subunit (nac alpha)
6.70523075136083e-79,1.49816337771186,0.981,0.484,1.34104615027217e-75,9,AAEL011711,,nascent polypeptide associated complex alpha subunit (nac alpha)
0.0031121156195866,0.55871433969552,0.488,0.498,1.0,10,AAEL011711,,nascent polypeptide associated complex alpha subunit (nac alpha)
1.65235739625441e-09,1.18338375927307,0.931,0.496,3.30471479250881e-06,12,AAEL011711,,nascent polypeptide associated complex alpha subunit (nac alpha)
1.71175420965378e-234,1.95023305574413,0.998,0.717,3.4235084193075596e-231,4,AAEL000795,,ubiquitin
1.63867907658397e-48,1.36249624847729,0.894,0.73,3.27735815316794e-45,5,AAEL000795,,ubiquitin
1.10180247743176e-10,1.0836512602347,0.768,0.736,2.20360495486352e-07,6,AAEL000795,,ubiquitin
4.65850298271002e-74,1.5557060547072,0.991,0.73,9.31700596542005e-71,9,AAEL000795,,ubiquitin
2.37748844548203e-08,0.740716833210409,0.776,0.737,4.75497689096405e-05,10,AAEL000795,,ubiquitin
6.14748862795515e-12,1.68045938839314,1.0,0.736,1.22949772559103e-08,12,AAEL000795,,ubiquitin
8.537224553548269e-234,1.5735033798487,0.926,0.449,1.70744491070965e-230,4,AAEL010558,,unspecified product
7.72124073801614e-08,0.859314910383542,0.504,0.482,0.0001544248147603,5,AAEL010558,,unspecified product
7.806818531661391e-104,1.59291096342297,0.967,0.469,1.56136370633228e-100,9,AAEL010558,,unspecified product
0.000115648892792,1.26486388856203,0.655,0.482,0.231297785584026,12,AAEL010558,,unspecified product
2.47487382454517e-230,1.35049218281161,0.94,0.407,4.94974764909035e-227,4,AAEL006751,,unspecified product
1.89669888995442e-13,1.05055774287349,0.534,0.44,3.79339777990884e-10,5,AAEL006751,,unspecified product
7.052666242634679e-92,1.59162745571203,0.929,0.43,1.41053324852693e-88,9,AAEL006751,,unspecified product
1.81920870972605e-05,0.397278070096101,0.724,0.444,0.0363841741945211,12,AAEL006751,,unspecified product
6.07147670208899e-228,2.30578848176283,0.93,0.487,1.2142953404178e-224,4,AAEL026403,,unspecified product
7.81478573231368e-29,1.37289687778175,0.651,0.512,1.5629571464627402e-25,5,AAEL026403,,unspecified product
1.6778945911674098e-81,2.08202363993487,0.901,0.507,3.3557891823348197e-78,9,AAEL026403,,unspecified product
1.724939719895e-22,5.3608081316382,1.0,0.516,3.44987943979e-19,12,AAEL026403,,unspecified product
1.7800419535522001e-224,1.24641960893207,0.998,0.912,3.5600839071044e-221,4,AAEL017096,,Elongation factor 1-alpha [Source:UniProtKB/TrEMBL%3BAcc:Q1HR88]
2.22582558049294e-57,0.89331949181202,0.974,0.915,4.4516511609858804e-54,5,AAEL017096,,Elongation factor 1-alpha [Source:UniProtKB/TrEMBL%3BAcc:Q1HR88]
9.07653989415436e-08,0.360291310651611,0.94,0.917,0.000181530797883,6,AAEL017096,,Elongation factor 1-alpha [Source:UniProtKB/TrEMBL%3BAcc:Q1HR88]
5.73365169789201e-94,1.47427996429297,1.0,0.916,1.1467303395784e-90,9,AAEL017096,,Elongation factor 1-alpha [Source:UniProtKB/TrEMBL%3BAcc:Q1HR88]
1.23321985108837e-07,0.655779593314692,1.0,0.918,0.0002466439702176,12,AAEL017096,,Elongation factor 1-alpha [Source:UniProtKB/TrEMBL%3BAcc:Q1HR88]
2.97576733606626e-224,1.2172276905767,0.851,0.376,5.951534672132519e-221,4,AAEL011293,,vitamin-K-epoxide reductase (warfarin-sensitive)%2C putative
6.47767352370902e-05,0.621819978216881,0.428,0.409,0.12955347047418,5,AAEL011293,,vitamin-K-epoxide reductase (warfarin-sensitive)%2C putative
9.38243146266366e-69,0.908892845687319,0.802,0.399,1.8764862925327302e-65,9,AAEL011293,,vitamin-K-epoxide reductase (warfarin-sensitive)%2C putative
1.47719180042747e-15,1.36025437883918,0.897,0.408,2.9543836008549298e-12,12,AAEL011293,,vitamin-K-epoxide reductase (warfarin-sensitive)%2C putative
7.28519834630468e-224,1.1668340808198,0.883,0.287,1.45703966926094e-220,4,AAEL001102,,adenosine kinase
9.28777469235949e-64,0.936265938447737,0.807,0.315,1.8575549384719e-60,9,AAEL001102,,adenosine kinase
1.52734066392786e-05,0.305365847547369,0.621,0.328,0.0305468132785573,12,AAEL001102,,adenosine kinase
3.7272660151587496e-222,1.29417904092654,0.873,0.384,7.4545320303175e-219,4,AAEL028021,,unspecified product
0.0003314610909388,0.612911787408136,0.425,0.418,0.662922181877765,5,AAEL028021,,unspecified product
2.59978627647476e-109,1.72197395006348,0.925,0.404,5.19957255294952e-106,9,AAEL028021,,unspecified product
1.1218900311784e-23,3.77577078842706,1.0,0.416,2.2437800623568e-20,12,AAEL028021,,unspecified product
5.16329794971913e-219,1.28515254475042,0.817,0.331,1.03265958994383e-215,4,AAEL008658,LRIM16,leucine-rich immune protein (TM)
3.00935578055021e-06,0.298081643440432,0.419,0.363,0.0060187115611004,5,AAEL008658,LRIM16,leucine-rich immune protein (TM)
8.369714638982119e-94,1.12140348691447,0.849,0.351,1.67394292779642e-90,9,AAEL008658,LRIM16,leucine-rich immune protein (TM)
1.7497197191316e-26,4.89382062905727,1.0,0.363,3.49943943826319e-23,12,AAEL008658,LRIM16,leucine-rich immune protein (TM)
6.08555150101478e-219,1.79599832905948,0.994,0.52,1.21711030020296e-215,4,AAEL003750,,unspecified product
2.4700126045950703e-31,1.0513927000667,0.765,0.543,4.9400252091901395e-28,5,AAEL003750,,unspecified product
0.0001262843003846,0.551447163624492,0.607,0.551,0.252568600769286,6,AAEL003750,,unspecified product
5.21966098262185e-79,1.63674021959803,0.981,0.541,1.04393219652437e-75,9,AAEL003750,,unspecified product
8.21604627995815e-06,0.627270168316415,0.931,0.552,0.0164320925599163,12,AAEL003750,,unspecified product
3.5220049283377696e-218,1.53085199663664,0.974,0.522,7.04400985667554e-215,4,AAEL002833,,cathepsin l
0.002640855851983,0.418588732510083,0.545,0.554,1.0,5,AAEL002833,,cathepsin l
9.119383850746651e-91,1.79978275380811,0.967,0.542,1.82387677014933e-87,9,AAEL002833,,cathepsin l
9.63432121800699e-22,4.67896067078384,1.0,0.552,1.9268642436014e-18,12,AAEL002833,,cathepsin l
1.3661324445381898e-216,1.65111665524826,0.975,0.477,2.7322648890763698e-213,4,AAEL001623,REG,proteasome activator subunit REG
4.3514797161423206e-15,0.802511996439375,0.622,0.507,8.70295943228464e-12,5,AAEL001623,REG,proteasome activator subunit REG
2.08196696844188e-56,0.906408003906203,0.939,0.5,4.16393393688375e-53,9,AAEL001623,REG,proteasome activator subunit REG
3.8508387705892903e-10,1.00472724833606,0.966,0.51,7.70167754117859e-07,12,AAEL001623,REG,proteasome activator subunit REG
4.0852650199951504e-212,1.29724255467336,0.887,0.429,8.1705300399903e-209,4,AAEL002510,,serine hydroxymethyltransferase
4.22491238551436e-06,0.660858474413837,0.487,0.46,0.0084498247710287,5,AAEL002510,,serine hydroxymethyltransferase
5.19799576779549e-66,0.826037583824106,0.854,0.45,1.0395991535591e-62,9,AAEL002510,,serine hydroxymethyltransferase
8.58223177975383e-08,0.849527540268103,0.759,0.46,0.000171644635595,12,AAEL002510,,serine hydroxymethyltransferase
5.727229734687631e-199,1.56740672658197,0.979,0.461,1.1454459469375299e-195,4,AAEL007945,,Eukaryotic translation initiation factor 3 subunit H (eIF3h)
1.87001152398957e-10,0.714220175374136,0.589,0.493,3.74002304797914e-07,5,AAEL007945,,Eukaryotic translation initiation factor 3 subunit H (eIF3h)
5.65588003349656e-70,1.38156137169704,0.962,0.484,1.13117600669931e-66,9,AAEL007945,,Eukaryotic translation initiation factor 3 subunit H (eIF3h)
7.48931625633536e-09,0.968303988457876,0.6,0.496,1.49786325126707e-05,10,AAEL007945,,Eukaryotic translation initiation factor 3 subunit H (eIF3h)
1.05320903540783e-07,0.670235320469212,0.966,0.496,0.0002106418070815,12,AAEL007945,,Eukaryotic translation initiation factor 3 subunit H (eIF3h)
1.0327730091712801e-198,1.22985344294352,0.907,0.319,2.0655460183425697e-195,4,AAEL003039,,nonsense-mediated mRNA decay protein
5.57928903731065e-14,0.708409132096543,0.469,0.356,1.11585780746213e-10,5,AAEL003039,,nonsense-mediated mRNA decay protein
6.14958776563682e-75,1.23595626916249,0.901,0.345,1.22991755312736e-71,9,AAEL003039,,nonsense-mediated mRNA decay protein
1.64180654621797e-06,0.394609686852057,0.759,0.359,0.0032836130924359,12,AAEL003039,,nonsense-mediated mRNA decay protein
1.4731890819564302e-198,1.27423445269692,0.902,0.456,2.9463781639128598e-195,4,AAEL002834,,myo-inositol-1 phosphate synthase
3.4210742842398997e-13,1.31740737982381,0.551,0.484,6.842148568479801e-10,5,AAEL002834,,myo-inositol-1 phosphate synthase
2.35502712791824e-05,0.555429600552494,0.53,0.486,0.0471005425583648,6,AAEL002834,,myo-inositol-1 phosphate synthase
7.16937070307814e-100,1.92401970092552,0.943,0.474,1.43387414061563e-96,9,AAEL002834,,myo-inositol-1 phosphate synthase
7.18938593664757e-11,1.70148378245347,0.576,0.486,1.43787718732951e-07,10,AAEL002834,,myo-inositol-1 phosphate synthase
1.18802206953328e-194,1.05944331880156,0.817,0.382,2.37604413906657e-191,4,AAEL001937,,selenium-binding protein
8.75038492427376e-66,0.930761976231339,0.783,0.402,1.75007698485475e-62,9,AAEL001937,,selenium-binding protein
3.2050053557073197e-12,1.07989071056293,0.828,0.412,6.41001071141463e-09,12,AAEL001937,,selenium-binding protein
1.47723159595007e-194,1.5181114896452,0.994,0.545,2.95446319190014e-191,4,AAEL013661,,actin binding protein%2C putative
5.35545490734331e-24,0.975418017874469,0.739,0.569,1.07109098146866e-20,5,AAEL013661,,actin binding protein%2C putative
5.85524253885282e-10,1.22534539679091,0.639,0.574,1.17104850777056e-06,6,AAEL013661,,actin binding protein%2C putative
1.03283908679402e-77,1.63308520080763,0.972,0.565,2.0656781735880503e-74,9,AAEL013661,,actin binding protein%2C putative
0.0034967743561367,0.508368649663714,0.707,0.576,1.0,11,AAEL013661,,actin binding protein%2C putative
1.54523062377973e-14,1.93996314652608,1.0,0.575,3.09046124755946e-11,12,AAEL013661,,actin binding protein%2C putative
1.53650326805031e-194,1.59801515378214,0.873,0.397,3.07300653610061e-191,4,AAEL013904,,3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:Q16HU0]
1.38544267811293e-08,0.918094011807895,0.493,0.428,2.77088535622585e-05,5,AAEL013904,,3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:Q16HU0]
3.0565775548667098e-77,1.19514359224888,0.906,0.417,6.1131551097334106e-74,9,AAEL013904,,3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:Q16HU0]
0.0001014758394761,0.451015350229649,0.655,0.43,0.202951678952263,12,AAEL013904,,3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:Q16HU0]
8.91435504117102e-189,0.799416917504035,0.726,0.257,1.7828710082342e-185,4,AAEL022493,,unspecified product
8.31007710896099e-06,0.437241880692729,0.375,0.286,0.016620154217922,5,AAEL022493,,unspecified product
5.47670428546745e-07,0.505035763215767,0.267,0.291,0.0010953408570934,6,AAEL022493,,unspecified product
8.276293727672331e-98,1.42319877497432,0.816,0.274,1.65525874553447e-94,9,AAEL022493,,unspecified product
8.59839430373944e-178,0.935484267840872,0.854,0.384,1.71967886074789e-174,4,AAEL009487,,F-box domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4FMM4]
2.38623875035733e-79,1.31300819023726,0.882,0.404,4.7724775007146604e-76,9,AAEL009487,,F-box domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4FMM4]
2.6803359397637197e-175,0.836681890612491,0.784,0.331,5.36067187952744e-172,4,AAEL013950,,DEAD box ATP-dependent RNA helicase
7.72956895999122e-54,0.619609292155381,0.745,0.352,1.54591379199824e-50,9,AAEL013950,,DEAD box ATP-dependent RNA helicase
7.36565453082163e-175,0.85940484817685,0.949,0.392,1.47313090616433e-171,4,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
1.07480673768113e-06,0.300244503938274,0.493,0.428,0.0021496134753622,5,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
1.45647568593981e-21,1.77966102623489,0.586,0.425,2.9129513718796197e-18,6,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
3.22606862267686e-08,0.507029353665544,0.382,0.433,6.45213724535373e-05,8,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
9.27482261633874e-66,0.87329705146911,0.948,0.416,1.85496452326775e-62,9,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
1.57947985272374e-07,1.17820138825844,0.496,0.43,0.0003158959705447,10,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
0.000411172090089,0.590409135922653,0.61,0.43,0.822344180178041,11,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
2.89343541033399e-10,1.4346543236936,0.897,0.43,5.78687082066798e-07,12,AAEL011302,,Annexin [Source:UniProtKB/TrEMBL%3BAcc:Q16QE7]
7.972165899714921e-151,0.98865055603271,0.749,0.375,1.59443317994298e-147,4,AAEL009291,,retinoid-inducible serine carboxypeptidase (serine carboxypeptidase
6.98788632306469e-74,0.953176230221172,0.807,0.389,1.39757726461294e-70,9,AAEL009291,,retinoid-inducible serine carboxypeptidase (serine carboxypeptidase
0.0003626771287545,1.66055895522853,0.408,0.401,0.725354257509081,10,AAEL009291,,retinoid-inducible serine carboxypeptidase (serine carboxypeptidase
3.2260952805376897e-12,1.8914974149281,0.793,0.4,6.45219056107537e-09,12,AAEL009291,,retinoid-inducible serine carboxypeptidase (serine carboxypeptidase
5.8425806168713305e-145,1.08064539504589,0.991,0.595,1.16851612337427e-141,4,AAEL003957,,unspecified product
1.2215167719711399e-16,0.708482401341265,0.754,0.617,2.44303354394228e-13,5,AAEL003957,,unspecified product
2.1575695579432202e-21,1.89571867511398,0.712,0.619,4.31513911588644e-18,6,AAEL003957,,unspecified product
6.83962674309219e-06,0.451466452250584,0.841,0.616,0.0136792534861844,8,AAEL003957,,unspecified product
1.4362737489255201e-61,1.12100773501591,0.986,0.612,2.8725474978510302e-58,9,AAEL003957,,unspecified product
3.33302528744778e-07,0.794014518434821,0.672,0.622,0.0006666050574895,10,AAEL003957,,unspecified product
4.42444356468225e-08,1.06561440733896,0.878,0.621,8.8488871293645e-05,11,AAEL003957,,unspecified product
3.3969925596506798e-12,1.85768169864798,0.966,0.621,6.793985119301371e-09,12,AAEL003957,,unspecified product
1.88434641783076e-144,1.04747820850624,0.743,0.391,3.76869283566152e-141,4,AAEL009948,ALDH9948,aldehyde dehydrogenase
0.0001037989540594,0.612030618080356,0.422,0.416,0.207597908118861,5,AAEL009948,ALDH9948,aldehyde dehydrogenase
1.88491065214096e-64,0.972146789764504,0.783,0.405,3.7698213042819306e-61,9,AAEL009948,ALDH9948,aldehyde dehydrogenase
6.17202897757076e-142,1.22770009584217,0.992,0.531,1.23440579551415e-138,4,AAEL007444,,unspecified product
2.17206453796276e-18,0.995891050124637,0.713,0.557,4.3441290759255106e-15,5,AAEL007444,,unspecified product
5.46481809838407e-73,1.60412273023779,0.972,0.552,1.09296361967681e-69,9,AAEL007444,,unspecified product
0.0001415443621144,0.636620701820666,0.854,0.562,0.28308872422894,11,AAEL007444,,unspecified product
2.28416880202006e-12,2.02362902048211,1.0,0.562,4.5683376040401205e-09,12,AAEL007444,,unspecified product
7.3125047057549e-142,1.19952257684778,0.991,0.67,1.46250094115098e-138,4,AAEL006642,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q1HR53]
1.67425169396649e-08,0.600877886233121,0.733,0.691,3.34850338793297e-05,5,AAEL006642,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q1HR53]
5.15334322232152e-08,1.09319071541604,0.705,0.692,0.0001030668644464,6,AAEL006642,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q1HR53]
9.40385817779864e-48,0.938077858326684,0.981,0.684,1.8807716355597302e-44,9,AAEL006642,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q1HR53]
1.47897517510354e-16,1.53594234193529,0.768,0.691,2.95795035020709e-13,10,AAEL006642,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q1HR53]
6.842310563108739e-11,1.72783535877715,0.931,0.692,1.36846211262175e-07,12,AAEL006642,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q1HR53]
1.57559693819661e-141,0.595053218201877,0.822,0.312,3.1511938763932296e-138,4,AAEL011255,,GTP-binding protein-invertebrate
1.44767150054732e-81,1.25496218056961,0.906,0.332,2.89534300109464e-78,9,AAEL011255,,GTP-binding protein-invertebrate
8.76642852405527e-140,0.753668374263884,0.832,0.374,1.75328570481105e-136,4,AAEL005744,,DEAD box ATP-dependent RNA helicase
4.74114083255497e-74,1.27917468546862,0.896,0.392,9.48228166510994e-71,9,AAEL005744,,DEAD box ATP-dependent RNA helicase
2.53169298501358e-139,1.06575957818456,0.983,0.522,5.0633859700271505e-136,4,AAEL013875,,tetraspanin%2C putative
6.71534488158231e-06,0.400336220419452,0.625,0.551,0.0134306897631646,5,AAEL013875,,tetraspanin%2C putative
2.03114757769107e-10,0.848587326722495,0.67,0.55,4.06229515538215e-07,6,AAEL013875,,tetraspanin%2C putative
9.625255604100151e-09,0.416761242923709,0.785,0.547,1.92505112082003e-05,7,AAEL013875,,tetraspanin%2C putative
1.80298999379742e-16,1.22007799852941,0.873,0.545,3.60597998759484e-13,8,AAEL013875,,tetraspanin%2C putative
7.932543516745509e-48,0.961350916291881,0.962,0.543,1.5865087033491e-44,9,AAEL013875,,tetraspanin%2C putative
2.0625588584457497e-34,2.20544258401319,0.816,0.55,4.1251177168915e-31,10,AAEL013875,,tetraspanin%2C putative
1.31285151803193e-07,1.33932405551653,0.829,0.553,0.0002625703036063,11,AAEL013875,,tetraspanin%2C putative
0.000453440317583,1.17993597281829,0.793,0.554,0.906880635166141,12,AAEL013875,,tetraspanin%2C putative
4.93210597804619e-134,0.709872477278674,0.662,0.277,9.86421195609238e-131,4,AAEL011314,,Epoxide hydrolase [Source:UniProtKB/TrEMBL%3BAcc:Q16QD6]
3.38349038264315e-55,0.74588861539559,0.679,0.293,6.7669807652863e-52,9,AAEL011314,,Epoxide hydrolase [Source:UniProtKB/TrEMBL%3BAcc:Q16QD6]
0.0005652473833154,0.346439306805318,0.483,0.304,1.0,12,AAEL011314,,Epoxide hydrolase [Source:UniProtKB/TrEMBL%3BAcc:Q16QD6]
1.78096769237823e-132,0.681667317572605,0.89,0.511,3.5619353847564597e-129,4,AAEL007718,,Eukaryotic translation initiation factor 3 subunit B (eIF3b)(Eukaryotic translation initiation factor 3 subunit 9)
8.759399983511441e-63,0.976168397738131,0.929,0.526,1.75187999670229e-59,9,AAEL007718,,Eukaryotic translation initiation factor 3 subunit B (eIF3b)(Eukaryotic translation initiation factor 3 subunit 9)
5.02573838664718e-130,1.00663880988029,0.989,0.555,1.00514767732944e-126,4,AAEL005515,,heterogeneous nuclear ribonucleoprotein
3.73247150676942e-07,0.781163841250268,0.639,0.583,0.0007464943013538,5,AAEL005515,,heterogeneous nuclear ribonucleoprotein
3.94197587030603e-81,1.62102373418081,0.991,0.573,7.88395174061206e-78,9,AAEL005515,,heterogeneous nuclear ribonucleoprotein
0.0016522632643213,0.571652608350412,0.576,0.586,1.0,10,AAEL005515,,heterogeneous nuclear ribonucleoprotein
0.0010248653662536,0.561527775819995,0.756,0.584,1.0,11,AAEL005515,,heterogeneous nuclear ribonucleoprotein
9.085550958795561e-09,0.971141418722708,1.0,0.584,1.81711019175911e-05,12,AAEL005515,,heterogeneous nuclear ribonucleoprotein
4.5930885157423795e-123,0.925861902422206,0.709,0.396,9.186177031484761e-120,4,AAEL029102,,unspecified product
0.002412345082766,0.436082990729967,0.416,0.418,1.0,5,AAEL029102,,unspecified product
3.5960558383554096e-83,1.33430385238601,0.83,0.406,7.19211167671082e-80,9,AAEL029102,,unspecified product
1.70653636567778e-121,0.463468863434563,0.8,0.302,3.41307273135556e-118,4,AAEL003676,,myosin I homologue%2C putative
7.81052305573598e-71,1.21407760834758,0.882,0.322,1.5621046111472e-67,9,AAEL003676,,myosin I homologue%2C putative
2.96280791375985e-121,0.625525794353341,0.943,0.501,5.9256158275197e-118,4,AAEL017075,,unspecified product
3.15078636039072e-11,0.935682500101826,0.61,0.528,6.30157272078144e-08,5,AAEL017075,,unspecified product
5.75867570483275e-72,1.54592450588627,0.939,0.52,1.15173514096655e-68,9,AAEL017075,,unspecified product
5.88449588552404e-07,0.380437687863001,0.931,0.531,0.0011768991771048,12,AAEL017075,,unspecified product
2.68368847179434e-118,0.684430755654621,0.669,0.342,5.36737694358867e-115,4,AAEL002165,,Putative hydroxypyruvate isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4F0V8]
9.260853918479719e-42,0.564731169038861,0.695,0.355,1.85217078369594e-38,7,AAEL002165,,Putative hydroxypyruvate isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4F0V8]
5.4640173838790906e-61,0.563991930175266,0.745,0.354,1.09280347677582e-57,9,AAEL002165,,Putative hydroxypyruvate isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4F0V8]
0.0072944647391104,0.792673579338112,0.439,0.365,1.0,11,AAEL002165,,Putative hydroxypyruvate isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4F0V8]
1.0290261419157301e-117,0.302265069193999,0.724,0.389,2.0580522838314497e-114,4,AAEL013229,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q16JS3]
4.5344003944848e-17,0.934786456037911,0.54,0.407,9.068800788969591e-14,6,AAEL013229,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q16JS3]
3.97931255749733e-63,4.40997561067015,0.864,0.405,7.958625114994661e-60,10,AAEL013229,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q16JS3]
4.6171733490987e-09,0.730293138282323,0.759,0.411,9.23434669819741e-06,12,AAEL013229,,Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:Q16JS3]
1.67517176519524e-117,0.749055382119574,0.911,0.506,3.3503435303904695e-114,4,AAEL017481,,unspecified product
9.40842924782191e-10,1.00134822826402,0.628,0.531,1.88168584956438e-06,6,AAEL017481,,unspecified product
8.48136100419717e-76,1.46195112664035,0.962,0.522,1.69627220083943e-72,9,AAEL017481,,unspecified product
2.10162359539074e-08,0.932964096578106,0.897,0.533,4.20324719078148e-05,12,AAEL017481,,unspecified product
5.2405478887726e-116,1.29928066820995,0.943,0.786,1.04810957775452e-112,4,AAEL019789,,40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot%3BAcc:Q1HRR3]
1.51681533863364e-06,0.589419703499969,0.801,0.797,0.0030336306772672,5,AAEL019789,,40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot%3BAcc:Q1HRR3]
4.4630131298481104e-54,1.35508051782604,0.972,0.792,8.92602625969622e-51,9,AAEL019789,,40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot%3BAcc:Q1HRR3]
0.0006528793636913,0.517116431776436,0.76,0.798,1.0,10,AAEL019789,,40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot%3BAcc:Q1HRR3]
1.89015834818259e-112,0.778884531081613,0.647,0.332,3.7803166963651703e-109,4,AAEL007947,GSTE3,glutathione transferase
1.00646700000004e-46,0.482265788923538,0.679,0.345,2.01293400000008e-43,9,AAEL007947,GSTE3,glutathione transferase
3.9866971029266605e-112,1.13667827142951,0.594,0.261,7.97339420585331e-109,4,AAEL001261,,unspecified product
7.2394058949967e-09,0.447090228807717,0.375,0.281,1.44788117899934e-05,5,AAEL001261,,unspecified product
1.43501053899235e-54,0.946661835408682,0.656,0.274,2.87002107798469e-51,9,AAEL001261,,unspecified product
2.3743503833345e-107,0.703247840478466,0.531,0.199,4.74870076666901e-104,4,AAEL006854,,Niemann-Pick Type C-2%2C putative
6.32855008664502e-78,0.771663361343714,0.66,0.209,1.265710017329e-74,9,AAEL006854,,Niemann-Pick Type C-2%2C putative
0.0012805410118672,0.386473025629594,0.414,0.221,1.0,12,AAEL006854,,Niemann-Pick Type C-2%2C putative
8.953397804295619e-103,0.690038447868194,0.658,0.372,1.79067956085912e-99,4,AAEL007778,,leucine-rich transmembrane protein
3.6041742253731703e-93,1.12730075883332,0.844,0.379,7.20834845074634e-90,9,AAEL007778,,leucine-rich transmembrane protein
1.14207106159469e-22,2.9759919363,0.966,0.39,2.28414212318937e-19,12,AAEL007778,,leucine-rich transmembrane protein
1.82954239093468e-97,0.453749779517979,0.76,0.456,3.65908478186936e-94,4,AAEL006820,,lipid storage droplets surface binding protein 2 (lsd2)
1.86182381296973e-62,0.873990260610679,0.873,0.466,3.72364762593946e-59,9,AAEL006820,,lipid storage droplets surface binding protein 2 (lsd2)
